id,name,host_id,host_name,host_since,host_listings_count,zipcode,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,number_of_reviews,cancellation_policy
5310503,Shared Roosevelt Room,13439814,Diana,3/23/2014,2,98115,"Seattle, WA",United States,47.68527202,-122.3175512,Townhouse,Shared room,1,1.5,1,1,Airbed,$33.00 ,,,$100.00 ,$15.00 ,1,$0.00 ,2,5,yesterday,18,strict
4820795,Charming 1 BR Roosevelt Apartment,24825213,Lee,12/14/2014,1,98115,"Seattle, WA",United States,47.67489523,-122.3137998,Apartment,Entire home/apt,4,1,1,1,Real Bed,$129.00 ,,,,,1,$0.00 ,2,1125,3 weeks ago,16,moderate
4664312,We own chickens!,24134769,Timothy,11/25/2014,1,98115,"Seattle, WA",United States,47.6815965,-122.3184026,House,Shared room,2,1,1,2,Real Bed,$59.00 ,,,,,1,$0.00 ,1,1125,2 months ago,3,flexible
2804399,Master Bedroom Suite (2 rooms),14345711,Meg,4/16/2014,1,98115,"Seattle, WA",United States,47.68627138,-122.3096465,Bed & Breakfast,Private room,4,1,1,2,Real Bed,$90.00 ,,"$1,500.00 ",,$30.00 ,2,$30.00 ,2,1125,3 weeks ago,28,flexible
9733835,Stylish Craftsman House - Ravenna!,50225118,Jadine,11/30/2015,1,98115,"Seattle, WA",United States,47.67245647,-122.3157511,House,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,$960.00 ,"$3,200.00 ",$350.00 ,$50.00 ,2,$0.00 ,1,1125,2 weeks ago,0,moderate
9888395,Colorful Home near Greenlake,7979440,Ana,8/6/2013,1,98115,"Seattle, WA",United States,47.67658262,-122.3186744,House,Entire home/apt,6,1.5,3,4,Real Bed,$94.00 ,,,$200.00 ,$30.00 ,1,$0.00 ,2,1125,2 weeks ago,0,moderate
7201336,Sleep in a Artists' workroom/studio,9730643,Leela,10/31/2013,1,98115,"Seattle, WA",United States,47.67786643,-122.3204521,House,Private room,1,1,1,1,Real Bed,$39.00 ,,,,,1,$0.00 ,2,6,today,14,moderate
4180905,1 Bdrm Modern Apt w/Great Location!,6218633,Tanya,5/4/2013,2,98109,"Seattle, WA",United States,47.62490007,-122.3521009,Apartment,Entire home/apt,3,1,1,1,Real Bed,$125.00 ,,,$200.00 ,$35.00 ,2,$20.00 ,2,10,1 week ago,29,strict
6603061,Perfect Apt. Next to Kerry Park,16969199,Lee,6/18/2014,1,98119,"Seattle, WA",United States,47.63155932,-122.3620666,Apartment,Private room,4,1,1,1,Real Bed,$65.00 ,$595.00 ,"$2,350.00 ",,$35.00 ,2,$75.00 ,1,1125,4 days ago,29,strict
8606766,1 bd/full bath near Seattle Center,36057637,Martha,6/17/2015,4,98109,"Seattle, WA",United States,47.6265417,-122.344369,Townhouse,Private room,2,1,1,1,Real Bed,$110.00 ,$650.00 ,,$150.00 ,$45.00 ,2,$0.00 ,2,1125,today,0,strict
5163047,Private Room near Space Needle,8786233,Ravendar,9/12/2013,2,98109,"Seattle, WA",United States,47.61950453,-122.3527496,Apartment,Private room,2,1,1,1,Real Bed,$75.00 ,$700.00 ,,,$15.00 ,1,$10.00 ,2,1125,today,5,moderate
8578023,Classic Queen Anne Condo,14549389,Lucy,4/21/2014,1,98109,"Seattle, WA",United States,47.62746848,-122.3569311,Condominium,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,1,7,3 weeks ago,9,moderate
9939038,BRAND NEW TOP FLOOR CITY CENTER,15454102,Jenell,5/13/2014,5,98109,"Seattle, WA",United States,47.6212748,-122.3553728,Condominium,Entire home/apt,4,1,1,2,Real Bed,$99.00 ,,,$150.00 ,$50.00 ,2,$10.00 ,10,1125,today,0,strict
9061048,Top floor Studio w/ Old World Charm,47266156,Daniel,10/23/2015,1,98119,"Seattle, WA",United States,47.62279341,-122.3588641,Apartment,Entire home/apt,2,1,0,1,Real Bed,$103.00 ,,,,,1,$0.00 ,1,7,4 days ago,1,flexible
7603457,Walking Distance to Space Needle,37355259,Khadija,7/2/2015,1,98119,"Seattle, WA",United States,47.62248721,-122.3619181,Apartment,Entire home/apt,4,1,1,1,Real Bed,$105.00 ,,,,,1,$0.00 ,1,1125,today,10,moderate
5639238,1 BR Apt Steps to Space Needle,29224641,Tim,3/12/2015,1,98109,"Seattle, WA",United States,47.62434027,-122.353641,Apartment,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,,,,,1,$0.00 ,2,1125,9 months ago,2,flexible
5362889,2 BR 1 Block To Key Arena & Needle!,27322459,Drew,2/6/2015,1,98109,"Seattle, WA",United States,47.62250274,-122.3558351,Apartment,Entire home/apt,4,2,2,2,Real Bed,$175.00 ,"$1,800.00 ","$6,400.00 ",,$35.00 ,3,$0.00 ,2,1125,2 weeks ago,54,moderate
7203408,Bright Apartment Near Space Needle,34068092,Taylor,5/23/2015,1,98119,"Seattle, WA",United States,47.62616732,-122.3589105,Apartment,Entire home/apt,4,1,1,1,Real Bed,$120.00 ,$750.00 ,,$100.00 ,,2,$25.00 ,1,7,2 months ago,15,moderate
7885859,"Cozy 2BR/2BA, Space Needle View",12737162,Ciara,3/2/2014,1,98119,"Seattle, WA",United States,47.62758029,-122.3565624,Apartment,Entire home/apt,4,2,2,2,Real Bed,$275.00 ,,,$100.00 ,,1,$0.00 ,1,1125,2 months ago,0,flexible
10141859,The Heart of It All: Queen Anne Apt,2934286,Matt,7/14/2012,1,98109,"Seattle, WA",United States,47.62647037,-122.3539862,Apartment,Entire home/apt,1,1,1,1,Real Bed,$65.00 ,,,,,1,$0.00 ,1,1125,today,0,flexible
7762347,Lower Queen Anne,40817652,Danielle,8/7/2015,1,98109,"Seattle, WA",United States,47.62203699,-122.3565214,Apartment,Entire home/apt,2,1,0,1,Real Bed,$100.00 ,,,,,1,$0.00 ,1,1125,5 months ago,0,flexible
544433,"8, Sparkling Seattle Center ",2612779,Serina,6/12/2012,3,98109,"Seattle, WA",United States,47.62081774,-122.3563353,Apartment,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,,,$300.00 ,$45.00 ,2,$20.00 ,2,365,5 weeks ago,219,moderate
9410128,Lower Queen Anne Studio,48792894,Preston,11/11/2015,1,98109,"Seattle, WA",United States,47.62309163,-122.3547755,Apartment,Entire home/apt,2,1,0,1,Real Bed,$100.00 ,,,,,1,$0.00 ,1,1125,2 weeks ago,0,flexible
6276224,Next door to the Seattle Center!,21979289,Ashley,9/30/2014,1,98109,"Seattle, WA",United States,47.61989292,-122.3541423,Apartment,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,$850.00 ,,$250.00 ,$60.00 ,2,$25.00 ,1,1125,4 months ago,3,strict
5252515,Modern 2 Bd 2 Bath -Lower QueenAnne,5463707,Gilad,3/14/2013,1,98119,"Seattle, WA",United States,47.62385839,-122.3618791,Apartment,Entire home/apt,5,2,2,2,Real Bed,$200.00 ,"$1,000.00 ",,,$30.00 ,1,$0.00 ,2,1125,2 months ago,7,moderate
1622794,Airstream in the heart of the city.,804996,Nadine,7/11/2011,3,98119,"Seattle, WA",United States,47.62823772,-122.3598292,Camper/RV,Entire home/apt,2,1,1,2,Real Bed,$145.00 ,,,,$25.00 ,2,$15.00 ,2,60,7 weeks ago,100,moderate
9171373,Sweet flat in the heart of Seattle,19289685,Lauren,8/1/2014,1,98119,"Seattle, WA",United States,47.62459269,-122.3594511,Apartment,Entire home/apt,4,1,1,2,Real Bed,$145.00 ,,,,,1,$0.00 ,1,1125,4 weeks ago,0,flexible
8423118,Beautiful 760 sq foot AVA apartment,44360796,Kj,9/16/2015,1,98119,"Seattle, WA",United States,47.62065741,-122.3596495,Apartment,Entire home/apt,2,1,1,1,Real Bed,$96.00 ,$550.00 ,"$1,900.00 ",$200.00 ,$17.00 ,0,$0.00 ,2,1125,6 days ago,4,flexible
6248083,"""The"" Post Card View for You.",16255476,Ken,6/1/2014,2,98119,"Seattle, WA",United States,47.629268,-122.3591284,Townhouse,Entire home/apt,5,2.5,2,2,Real Bed,$498.00 ,"$3,000.00 ",,$750.00 ,$200.00 ,4,$71.00 ,2,28,3 weeks ago,12,strict
7932696,Rustic Refuge. Clean apartment,14595660,Phillip,4/22/2014,1,98109,"Seattle, WA",United States,47.62726805,-122.3453632,Apartment,Entire home/apt,3,1,1,1,Real Bed,$110.00 ,$750.00 ,"$3,000.00 ",,,1,$0.00 ,2,1125,a week ago,17,moderate
3215404,Great Downtown View from Queen Anne,16285348,Will,6/2/2014,1,98109,"Seattle, WA",United States,47.62757146,-122.3536907,Apartment,Entire home/apt,2,1,1,1,Real Bed,$119.00 ,$600.00 ,,,$20.00 ,2,$0.00 ,1,1125,4 weeks ago,23,flexible
9522082,The Victorian by the Space Needle,11039803,Denise,1/5/2014,1,98109,"Seattle, WA",United States,47.62766752,-122.3496168,House,Entire home/apt,4,1,1,2,Real Bed,$119.00 ,,,$500.00 ,$95.00 ,2,$20.00 ,1,1125,today,1,flexible
3040278,"Amazing View, Amazing Location",14860162,Jenn,4/28/2014,2,98119,"Seattle, WA",United States,47.6210552,-122.3573777,Apartment,Entire home/apt,4,1,2,2,Real Bed,$217.00 ,"$1,300.00 ","$4,500.00 ",,$35.00 ,4,$15.00 ,2,20,3 days ago,156,moderate
9939740,CITY CENTER urban lux CONDO 95 WLKS,15454102,Jenell,5/13/2014,5,98109,"Seattle, WA",United States,47.6213765,-122.3556233,Condominium,Entire home/apt,4,1,0,2,Real Bed,$99.00 ,,,$150.00 ,$50.00 ,2,$10.00 ,14,1125,yesterday,0,strict
1071843,Wake up under the Space Needle ,2612779,Serina,6/12/2012,3,98109,"Seattle, WA",United States,47.62128145,-122.3567522,Apartment,Entire home/apt,4,1,1,2,Real Bed,$95.00 ,,,$300.00 ,$45.00 ,2,$25.00 ,2,365,2 months ago,135,moderate
4973204,Queen Anne - Comforts of home,25636571,Ben,1/5/2015,1,98109,"Seattle, WA",United States,47.62715149,-122.3574634,House,Entire home/apt,5,1,2,2,Real Bed,$165.00 ,,,$200.00 ,$75.00 ,4,$0.00 ,2,28,today,27,moderate
6584984,Seattle near space needle,10534771,Lisa,12/9/2013,3,98119,"Seattle, WA",United States,47.62464949,-122.3645305,Apartment,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,,"$1,525.00 ",$500.00 ,$95.00 ,1,$0.00 ,2,1125,3 days ago,0,moderate
9118240,"Sweeping Views, Fabulous Apartment",21819122,James,9/26/2014,1,98109,"Seattle, WA",United States,47.63131043,-122.3577408,Apartment,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,,,,,1,$0.00 ,1,1125,6 weeks ago,1,moderate
6971260,Charming studio apartment,36552763,Cass,6/23/2015,1,98119,"Seattle, WA",United States,47.62623304,-122.357295,Apartment,Entire home/apt,2,1,0,1,Real Bed,$120.00 ,,"$2,200.00 ",$100.00 ,$140.00 ,1,$25.00 ,2,15,5 months ago,13,strict
3738724,Spacious Queen Anne townhouse,1311683,Stephanie,10/19/2011,1,98109,"Seattle, WA",United States,47.6271096,-122.3462186,Apartment,Entire home/apt,2,1,1,1,Real Bed,$240.00 ,"$1,600.00 ",,$500.00 ,$75.00 ,1,$0.00 ,1,1125,10 months ago,0,flexible
945833,A block from the Seattle Center,5124845,Nathan,2/17/2013,1,98109,"Seattle, WA",United States,47.62615511,-122.3499911,House,Entire home/apt,5,2,3,3,Real Bed,$275.00 ,"$1,700.00 ",,,,1,$0.00 ,5,29,4 months ago,3,strict
5261239,"Downtown, steps from the Needle",27233816,Eric,2/4/2015,2,98121,"Seattle, WA",United States,47.61904215,-122.3520158,Apartment,Entire home/apt,2,1,0,1,Real Bed,$103.00 ,$995.00 ,"$3,995.00 ",,,2,$20.00 ,1,1125,5 days ago,52,strict
4596493,Large modern waterfront comfy 2bd,5222362,Joe,2/25/2013,1,98119,"Seattle, WA",United States,47.62214547,-122.359825,Apartment,Entire home/apt,4,2,2,2,Real Bed,$165.00 ,,,,$25.00 ,1,$0.00 ,3,8,2 weeks ago,0,strict
4310055,Perfect place to see the city!,22372103,Angela,10/10/2014,1,98109,"Seattle, WA",United States,47.62225066,-122.3575025,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,$800.00 ,"$3,000.00 ",$150.00 ,$50.00 ,1,$50.00 ,2,7,3 months ago,0,flexible
3720429,Best Location in Lower Queen Anne!,19000707,Jon,7/27/2014,1,98119,"Seattle, WA",United States,47.62351713,-122.3572971,Apartment,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,"$1,000.00 ",,$150.00 ,$15.00 ,1,$0.00 ,2,1125,3 weeks ago,7,moderate
6956301,Upper Queen Anne Cozy 1 Bedroom,36383359,Jake,6/21/2015,1,98109,"Seattle, WA",United States,47.6311009,-122.3566866,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,,,1,$0.00 ,1,1125,5 months ago,5,flexible
6750430,Beautiful in lower cozy Queen Anne.,24940969,Jessie,12/17/2014,1,98109,"Seattle, WA",United States,47.61988748,-122.353289,Apartment,Entire home/apt,3,1,1,2,Real Bed,$200.00 ,,,"$1,000.00 ",$50.00 ,2,$0.00 ,2,7,6 days ago,14,moderate
8373664,Bright and Sunny  1 bedroom Apt.,23792018,Roda,11/15/2014,5,98109,"Seattle, WA",United States,47.62776783,-122.3481059,Apartment,Entire home/apt,4,1,1,1,Real Bed,$115.00 ,$839.00 ,"$2,961.00 ",$150.00 ,$60.00 ,2,$20.00 ,2,1125,today,4,flexible
6783394,Gorgeous Modern Loft near Downtown,1623580,Mack & Sophia,1/18/2012,12,98119,"Seattle, WA",United States,47.62144287,-122.3616269,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,$125.00 ,"$1,000.00 ","$3,000.00 ",$400.00 ,$50.00 ,2,$40.00 ,1,1125,today,51,strict
9332620,Spend Christmas in Seattle!,20693394,Kelly,8/29/2014,1,98109,"Seattle, WA",United States,47.62483636,-122.3538796,Apartment,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,,,,$50.00 ,1,$0.00 ,2,1125,4 weeks ago,0,flexible
6727846,"Best location, best deal in Seattle",21897232,Margarita,9/28/2014,1,98109,"Seattle, WA",United States,47.62652554,-122.3528828,Apartment,Entire home/apt,2,1,0,1,Real Bed,$115.00 ,,,$250.00 ,$30.00 ,1,$30.00 ,2,1125,4 weeks ago,7,flexible
1321090,"2, Seattle Center Inn",2612779,Serina,6/12/2012,3,98109,"Seattle, WA",United States,47.62060975,-122.3562661,Apartment,Entire home/apt,4,1,1,2,Real Bed,$95.00 ,,,$200.00 ,$45.00 ,2,$25.00 ,2,365,2 days ago,180,moderate
10170744,Puget Suite Luxury Two Bedroom,24689607,Garo,12/10/2014,19,98119,"Seattle, WA",United States,47.62362809,-122.362003,Apartment,Entire home/apt,6,1,2,5,Real Bed,$259.00 ,,,,$120.00 ,2,$40.00 ,1,1125,a week ago,0,strict
8503720,Chic 1BR 3min walk to space needle,44772726,Dan,9/21/2015,1,98109,"Seattle, WA",United States,47.62147654,-122.3562531,Apartment,Private room,2,1,1,1,Real Bed,$80.00 ,$450.00 ,"$1,450.00 ",$95.00 ,,1,$5.00 ,1,1125,4 weeks ago,15,flexible
6780670,Quaint vintage apartment,1436798,Talitha,11/23/2011,1,98119,"Seattle, WA",United States,47.62703059,-122.3627288,Apartment,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,,,,$50.00 ,1,$25.00 ,1,1125,3 months ago,6,flexible
9370738,Sunlit and Roomy,23792018,Roda,11/15/2014,5,98109,"Seattle, WA",United States,47.62785774,-122.3481035,Apartment,Entire home/apt,2,1,1,1,Real Bed,$89.00 ,,,$150.00 ,$60.00 ,2,$15.00 ,2,1125,today,0,strict
1060467,Modern Private Room w Amazing View,5836283,Hande,4/8/2013,1,98109,"Seattle, WA",United States,47.62112475,-122.3569295,Apartment,Private room,2,1,1,1,Real Bed,$130.00 ,$895.00 ,"$3,150.00 ",$300.00 ,$15.00 ,1,$15.00 ,3,30,2 months ago,62,strict
9516743,Townhome  on Upper Queen Anne,49310912,Jelaine,11/18/2015,1,98119,"Seattle, WA",United States,47.63100323,-122.3579501,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,$150.00 ,,,,$100.00 ,1,$0.00 ,3,1125,7 weeks ago,0,flexible
6240501,Cozy Bedroom near Seattle Center,28304516,Travis,2/24/2015,2,98109,"Seattle, WA",United States,47.62720953,-122.3451573,Apartment,Private room,2,1,1,1,Real Bed,$72.00 ,,,,,1,$0.00 ,1,1125,yesterday,40,moderate
8150145,3BD/3BA Townhouse Near Space Needle,26504229,Craig,1/21/2015,1,98109,"Seattle, WA",United States,47.62578699,-122.3508896,House,Entire home/apt,6,3,3,3,Real Bed,$275.00 ,"$1,750.00 ",,$300.00 ,$120.00 ,6,$50.00 ,2,15,yesterday,7,strict
8967776,"Updated, Convenient Queen Anne Apt",46865668,Megan,10/18/2015,1,98109,"Seattle, WA",United States,47.6279266,-122.3451163,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,1,1125,2 weeks ago,9,flexible
10000273,Lower Queen Anne w/Needle View 2/2,51372899,Rachel,12/14/2015,1,98109,"Seattle, WA",United States,47.62601016,-122.3478187,Apartment,Entire home/apt,5,2,1,2,Real Bed,$175.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,2,1125,3 weeks ago,0,flexible
9679301,Private Master Suite,25667310,Mozelle,1/5/2015,1,98119,"Seattle, WA",United States,47.62610198,-122.366997,Apartment,Private room,2,1,1,1,Real Bed,$75.00 ,,,,$20.00 ,0,$0.00 ,1,21,never,2,strict
8690491,Homey studio with a sunset view,15433538,Maya,5/12/2014,1,98119,"Seattle, WA",United States,47.62682989,-122.3573983,Apartment,Entire home/apt,2,1,0,1,Real Bed,$95.00 ,$540.00 ,,,$15.00 ,1,$0.00 ,2,9,today,10,flexible
7678064,Spacious Seattle Center Townhouse,36057637,Martha,6/17/2015,4,98109,"Seattle, WA",United States,47.6260756,-122.344504,Townhouse,Entire home/apt,6,3.5,3,5,Real Bed,$310.00 ,"$2,000.00 ",,$400.00 ,$210.00 ,6,$35.00 ,3,1125,today,3,strict
7798575,Shared space near the SpaceNeedle!,6218633,Tanya,5/4/2013,2,98109,"Seattle, WA",United States,47.62504707,-122.3522314,Apartment,Shared room,1,1,1,1,Couch,$38.00 ,,,,,1,$0.00 ,2,5,5 weeks ago,4,flexible
4988679,2BD Lower Queen Anne Great View!,21303244,Maggie,9/14/2014,1,98119,"Seattle, WA",United States,47.62495043,-122.3634488,Apartment,Entire home/apt,4,1,2,2,Real Bed,$189.00 ,$980.00 ,"$3,450.00 ",,$25.00 ,1,$0.00 ,5,1125,2 months ago,13,moderate
6093756,Downtown Seattle Loft + Bonus,31477848,Justin,4/18/2015,1,98109,"Seattle, WA",United States,47.61969817,-122.3581199,Apartment,Entire home/apt,2,1,1,1,Real Bed,$205.00 ,,,$150.00 ,,1,$0.00 ,1,1125,3 months ago,1,moderate
7921289,Open 1 Bedroom + Balcony &City View,3401560,Kalene,8/28/2012,1,98109,"Seattle, WA",United States,47.63066873,-122.3572919,Apartment,Entire home/apt,2,1,1,1,Real Bed,$199.00 ,,,,$39.00 ,1,$0.00 ,2,1125,3 months ago,1,moderate
10108451,Modern Open 1 Bed with Patio,51875760,Anand,12/21/2015,1,98109,"Seattle, WA",United States,47.62558046,-122.3472876,Condominium,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,,,1,$0.00 ,1,1125,2 weeks ago,0,flexible
8117705,"Central Location, Tree Lined Street",42865055,Brooks,8/29/2015,1,98109,"Seattle, WA",United States,47.6190297,-122.354374,Condominium,Entire home/apt,2,1,1,1,Real Bed,$67.00 ,,,,$30.00 ,1,$0.00 ,1,1125,2 weeks ago,2,flexible
4324917,Cozy bedroom on Queen Anne Hill,1628476,Ralph,1/19/2012,1,98119,"Seattle, WA",United States,47.63132662,-122.3616369,House,Private room,2,1,1,1,Real Bed,$72.00 ,,,,$25.00 ,1,$0.00 ,1,1125,yesterday,30,flexible
5061566,Great Apt. Next to Space Needle!,26139245,Sean,1/15/2015,1,98109,"Seattle, WA",United States,47.61876224,-122.3534135,Apartment,Entire home/apt,2,1,0,1,Real Bed,$175.00 ,"$1,299.00 ","$2,299.00 ",,,1,$0.00 ,2,1125,8 months ago,8,flexible
8575663,Masterbed/bath with view,36057637,Martha,6/17/2015,4,98109,"Seattle, WA",United States,47.62770083,-122.3449011,Townhouse,Private room,2,1,1,1,Real Bed,$119.00 ,$800.00 ,,$200.00 ,$45.00 ,2,$0.00 ,2,1125,today,0,strict
8518308,Cozy Bachelor Pad in Queen Anne,7465403,Dragan,7/13/2013,1,98109,"Seattle, WA",United States,47.62585947,-122.3576685,Apartment,Entire home/apt,3,1,1,1,Real Bed,$97.00 ,$577.00 ,,,$20.00 ,1,$5.00 ,1,1125,today,13,flexible
3562617,Waterfront/Space Needle/Dwntwn View,17937451,Jennifer,7/10/2014,1,98109,"Seattle, WA",United States,47.62632061,-122.357367,Apartment,Entire home/apt,2,1,2,2,Real Bed,$200.00 ,,,$100.00 ,$10.00 ,1,$0.00 ,1,1125,4 months ago,27,strict
7109735,Queen Anne 2BR-Private Rooftop Deck,24798041,Don,12/13/2014,1,98119,"Seattle, WA",United States,47.62685884,-122.3596526,House,Entire home/apt,4,2,2,2,Real Bed,$190.00 ,,,$250.00 ,$50.00 ,1,$0.00 ,1,1125,4 weeks ago,5,strict
8501721,1 Bedroom with Ensuite,44767474,Whitney,9/21/2015,1,98119,"Seattle, WA",United States,47.6268015,-122.3622931,House,Private room,1,1,1,1,Real Bed,$100.00 ,$500.00 ,"$1,500.00 ",,,1,$0.00 ,3,1125,3 months ago,1,flexible
5306727,Cozy 1BD in the heart of the city,15611795,Santosh,5/16/2014,1,98109,"Seattle, WA",United States,47.62023377,-122.3543434,Apartment,Private room,2,1,1,1,Real Bed,$99.00 ,$400.00 ,,,,1,$20.00 ,2,1125,5 weeks ago,6,flexible
909102,Bella Vista- Queen Anne Hill,1881431,Frank,3/8/2012,1,98109,"Seattle, WA",United States,47.62782286,-122.3534148,House,Private room,2,1,1,1,Real Bed,$99.00 ,$645.00 ,"$2,350.00 ",,$35.00 ,2,$35.00 ,3,30,today,90,moderate
8608525,Private room with landscaped patio,36057637,Martha,6/17/2015,4,98109,"Seattle, WA",United States,47.62737585,-122.3442534,Townhouse,Private room,2,1,1,1,Real Bed,$119.00 ,$700.00 ,,$150.00 ,$45.00 ,1,$0.00 ,2,1125,today,1,flexible
170273,Historic House at Seattle Center,804996,Nadine,7/11/2011,3,98119,"Seattle, WA",United States,47.62767352,-122.3586108,House,Private room,2,1,1,1,Real Bed,$225.00 ,,,$100.00 ,$25.00 ,2,$0.00 ,2,60,6 months ago,120,strict
7075913,Beautiful Uptown Neighborhood,33915019,Rah-Miel,5/21/2015,1,98109,"Seattle, WA",United States,47.62072918,-122.3564535,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,2,3,today,21,flexible
481220,Garden Apt. in Historic Sea. House,804996,Nadine,7/11/2011,3,98119,"Seattle, WA",United States,47.6264047,-122.3583802,Apartment,Entire home/apt,4,1,1,3,Real Bed,$195.00 ,,,,$25.00 ,4,$45.00 ,2,1125,4 weeks ago,164,moderate
6961346,Bright clean special Jan/Feb prices,36501296,Katrina,6/23/2015,1,98119,"Seattle, WA",United States,47.62406172,-122.3620755,Apartment,Entire home/apt,2,1,0,1,Real Bed,$85.00 ,,,,$5.00 ,1,$0.00 ,1,6,2 days ago,22,flexible
9975073,Just steps to Downtown,51256001,Maxwell,12/13/2015,1,98109,"Seattle, WA",United States,47.6278165,-122.3474399,Condominium,Entire home/apt,2,1,1,1,Real Bed,$105.00 ,,,$300.00 ,$10.00 ,1,$0.00 ,3,1125,3 weeks ago,0,flexible
6517594,Industrial Loft | Seattle Center,6950390,Jonny,6/16/2013,1,98109,"Seattle, WA",United States,47.61974053,-122.3536894,Loft,Entire home/apt,2,1.5,1,1,Real Bed,$190.00 ,,,,,1,$0.00 ,3,12,7 months ago,1,strict
10170577,Puget Suite,24689607,Garo,12/10/2014,19,98119,"Seattle, WA",United States,47.62244151,-122.3610841,Apartment,Entire home/apt,4,1,1,3,Real Bed,$149.00 ,,,,$120.00 ,2,$45.00 ,1,1125,a week ago,0,strict
7680670,Studio By Seattle Center,38679095,Nazar,7/16/2015,1,98119,"Seattle, WA",United States,47.62563891,-122.3598663,Apartment,Entire home/apt,2,1,0,1,Real Bed,$119.00 ,,,,,1,$0.00 ,1,1,2 days ago,10,flexible
5946675,Modern Unit Near Seattle Center,26233645,Melanie,1/17/2015,1,98119,"Seattle, WA",United States,47.62517702,-122.3620206,Apartment,Entire home/apt,2,1,1,1,Real Bed,$145.00 ,$875.00 ,,$250.00 ,$75.00 ,1,$0.00 ,2,10,5 months ago,5,moderate
7162664,Modern home in heart of the city,37512848,Michele,7/4/2015,1,98109,"Seattle, WA",United States,47.62749449,-122.3504307,House,Entire home/apt,2,1,1,1,Real Bed,$220.00 ,,,$500.00 ,$75.00 ,2,$100.00 ,2,1125,3 weeks ago,10,strict
6901218,Cozy apartment in heart of LQA,26138574,Mark,1/15/2015,1,98119,"Seattle, WA",United States,47.62658527,-122.3583799,Apartment,Entire home/apt,3,1,1,1,Real Bed,$99.00 ,$519.00 ,"$1,743.00 ",,$30.00 ,2,$0.00 ,2,3,today,8,flexible
4951430,Queen Anne Classic Apartment,25523081,Michael,1/3/2015,1,98119,"Seattle, WA",United States,47.62352921,-122.3552304,Apartment,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,$599.00 ,"$1,999.00 ",,,2,$25.00 ,2,7,2 weeks ago,13,flexible
7202016,Cute Mid Century near Downtown,37686877,Kelly,7/6/2015,1,98119,"Seattle, WA",United States,47.62620962,-122.3601471,Apartment,Private room,2,1,1,1,Pull-out Sofa,$75.00 ,,,,$15.00 ,1,$0.00 ,2,15,today,16,flexible
5538663,Furnished One Bedroom Space Needle,1100212,Maria C.,9/2/2011,3,98109,"Seattle, WA",United States,47.62762083,-122.3565925,Apartment,Entire home/apt,2,1,1,1,Real Bed,$145.00 ,,,,,1,$0.00 ,1,30,7 weeks ago,9,strict
363064,A min away from Space Needle,207419,Hayoung,8/20/2010,1,98109,"Seattle, WA",United States,47.62107188,-122.3531244,Apartment,Entire home/apt,3,1,0,2,Futon,$90.00 ,$580.00 ,"$1,900.00 ",$500.00 ,$50.00 ,1,$20.00 ,1,1125,a week ago,37,strict
7809595,Super close to the Space Needle! :),38206131,Kasia,7/12/2015,1,98109,"Seattle, WA",United States,47.62680717,-122.3481139,Apartment,Private room,2,1,1,1,Real Bed,$76.00 ,,,,$6.00 ,2,$48.00 ,2,1125,2 days ago,28,flexible
9094836,Top Floor Condo with Ocean View,47418921,Alex,10/25/2015,1,98109,"Seattle, WA",United States,47.62182086,-122.3562359,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,"$1,000.00 ","$4,000.00 ",$200.00 ,$40.00 ,1,$0.00 ,1,1125,2 months ago,1,moderate
3039438,Right in the Middle of the Action!,14860162,Jenn,4/28/2014,2,98109,"Seattle, WA",United States,47.62041689,-122.3579192,Apartment,Private room,2,1,1,1,Real Bed,$93.00 ,$460.00 ,,,$15.00 ,2,$20.00 ,1,1125,2 months ago,15,moderate
8847979,Cozy Quiet Studio Lower Queen Anne!,21505796,Peter,9/18/2014,1,98109,"Seattle, WA",United States,47.61964032,-122.3575835,Apartment,Entire home/apt,2,1,0,1,Real Bed,$89.00 ,,,$99.00 ,,0,$0.00 ,1,60,yesterday,14,strict
